Country,ISO2,ISO3,Counterpart Country,Counterpart ISO2,Counterpart ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
United States,US,USA,Norway,NO,NOR,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,1.37601392317567,0.878991950525179,0.991895260203728,1.40618047915791,1.97343350945632,1.80082149385785,2.00471682125773,1.36350394398279,1.65094866062355,1.94820103561406,2.3713071187154,3.40317853080488,2.66982060156228,1.97154226262792,3.40712968091073,5.37269820723416,5.72207548587647,5.12792395960538,4.02283934577618,4.05845205584993,3.84016691612815,3.15725918761873,5.0410067849964,3.07037499889285,2.91280670696134
United States,US,USA,Norway,NO,NOR,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,153709686.0,150998434.0,155838227.0,222513042.0,180323336.0,115644709.0,173548702.0,214012289.0,228613931.0,227396632.0,259699372.0,286937589.0,417472578.0,564367338.0,606782471.0,528417674.0,503673812.0,553730945.0,572333471.0,716435362.0,787369090.0,535929121.0,456894740.0,983606777.0,1375179741.0,627478498.0,518477835.0,564490671.0,509730540.0
United States,US,USA,Norway,NO,NOR,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,105119080.0,79479654.0,85487207.0,139097402.0,96713978.0,44010381.0,59036378.0,60117085.0,-11170081.0,30372354.0,-15219474.0,92990061.0,173782650.0,268642110.0,246158827.0,127502824.0,119507986.0,226261911.0,124908227.0,124300310.0,174249980.0,50250183.0,101480188.0,575335411.0,857317033.0,216914056.0,119912595.0,151091873.0,122121066.0
United States,US,USA,Not Specified (including Confidential),,,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,51447.0,55632.0,10418.0,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,US,USA,Not Specified (including Confidential),,,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,476.0,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,
United States,US,USA,Not Specified (including Confidential),,,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,56108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,US,USA,Not Specified (including Confidential),,,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,55156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,US,USA,Oceania not specified,,,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,3808.0,,3445.0,,,,,,,,,,,,,,,,,,,,,,,,,
United States,US,USA,Oman,OM,OMN,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,45302700.0,18666683.0,15763756.0,97527760.0,53778324.0,30835125.0,28776091.0,34569157.0,22809126.0,26469617.0,59053806.0,37313195.0,50040529.0,83911479.0,85635574.0,70276074.0,99871112.0,186892959.0,145390345.0,215420389.0,139263741.0,211691348.0,129386356.0,136462799.0,164131706.0,134591145.0,114630558.0,85802937.0,85365267.0
United States,US,USA,Oman,OM,OMN,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,17.7720832782551,15.5890419615774,14.3593268463074,11.2934194707612,6.39627762198542,8.19239151965336,17.9059448150394,6.29015424814565,5.86091930194425,7.92140838289436,6.04984627340162,6.46216772413793,9.06847471170435,13.0087343800847,8.3226839362065,13.7100946282808,6.90822635479505,8.95390548109206,7.25290724822566,6.51113964554469,6.77870337571934,6.94592503044856,10.1180412808108,6.14121172428185,5.74193943577815
United States,US,USA,Oman,OM,OMN,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,6956.0,10266.0,15550.0,100500.0,6949.0,7041.0,86997.0,24028.0,2565.0,3138.0,29980.0,45400.0,5254.0,5303.0,59722.0,872693.0,87791.0,79373.0,192772.0,76211.0,1309758.0,951775.0,342920.0,696136.0,611640.0,719763.0,2169286.0,6675228.0,10043105.0
United States,US,USA,Oman,OM,OMN,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,0.00301605902777778,0.00311548672566372,0.0310260342368046,0.00528668866886689,0.000606813342796309,0.000419294494922501,0.00667111704494882,0.00762768817204301,0.000547177671318475,0.000487632183908046,0.00666614577519812,0.0902941541645111,0.01084375,0.00359429954389841,0.0142327802079637,0.00745251019379223,0.134189424152402,0.105068211333728,0.0309286823367926,0.0651301448419233,0.0477531298659788,0.0620739520537397,0.26560918242374,0.361153324344759,0.370535334560606
United States,US,USA,Oman,OM,OMN,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,45309656.0,18676949.0,15779306.0,97628260.0,53785273.0,30842166.0,28863088.0,34593185.0,22811691.0,26472755.0,59083786.0,37358595.0,50045783.0,83916782.0,85695296.0,71148767.0,99958903.0,186972332.0,145583117.0,215496600.0,140573499.0,212643123.0,129729276.0,137158935.0,164743346.0,135310908.0,116799844.0,92478165.0,95408372.0
United States,US,USA,Oman,OM,OMN,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,45295744.0,18656417.0,15748206.0,97427260.0,53771375.0,30828084.0,28689094.0,34545129.0,22806561.0,26466479.0,59023826.0,37267795.0,50035275.0,83906176.0,85575852.0,69403381.0,99783321.0,186813586.0,145197573.0,215344178.0,137953983.0,210739573.0,129043436.0,135766663.0,163520066.0,133871382.0,112461272.0,79127709.0,75322162.0
United States,US,USA,"Other Asia, nes",,,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,830812792.0,1206609771.0,1282134294.0,1645473950.0,1477172934.0,2025861398.0,3620790366.0,1982387825.0,1870321060.0,1529290413.0,2612621543.0,2503817174.0,2687497917.0,1695952682.0,1480516968.0,970077652.0,1483987451.0,1369720671.0,1144940125.0,1115001422.0,1277594370.0,1494209171.0,1502939166.0,1717563082.0,1712927154.0,1824972800.0,2108284654.0,2334496164.0,2280540736.0
United States,US,USA,"Other Asia, nes",,,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,427807737.0,488101985.0,529590633.0,600121267.0,669663288.0,689506674.0,879521381.0,723758258.0,743637719.0,811487341.0,961847063.0,976697688.0,1105278851.0,1183230415.0,1436961621.0,1051496552.0,1489578298.0,1511413090.0,1858407784.0,1996274790.0,2316009974.0,2006550287.0,1824862441.0,1684499600.0,2081577315.0,2537475745.0,2686972496.0,3586231784.0,3722264812.0
United States,US,USA,"Other Asia, nes",,,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1258620529.0,1694711756.0,1811724927.0,2245595217.0,2146836222.0,2715368072.0,4500311747.0,2706146083.0,2613958779.0,2340777754.0,3574468606.0,3480514862.0,3792776768.0,2879183097.0,2917478589.0,2021574204.0,2973565749.0,2881133761.0,3003347909.0,3111276212.0,3593604344.0,3500759458.0,3327801607.0,3402062682.0,3794504469.0,4362448545.0,4795257150.0,5920727948.0,6002805548.0
United States,US,USA,"Other Asia, nes",,,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,403005055.0,718507786.0,752543661.0,1045352683.0,807509646.0,1336354724.0,2741268985.0,1258629567.0,1126683341.0,717803072.0,1650774480.0,1527119486.0,1582219066.0,512722267.0,43555347.0,-81418900.0,-5590847.0,-141692419.0,-713467659.0,-881273368.0,-1038415604.0,-512341116.0,-321923275.0,33063482.0,-368650161.0,-712502945.0,-578687842.0,-1251735620.0,-1441724076.0
United States,US,USA,Pakistan,PK,PAK,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,38130118.0,38059750.0,79716948.0,158539201.0,53823976.0,18527528.0,17395751.0,25697714.0,59235872.0,37174301.0,53832856.0,47858580.0,142607831.0,148037897.0,95040551.0,130966973.0,75185637.0,172941810.0,96701928.0,97753923.0,96869715.0,136737181.0,140012704.0,158541652.0,117847707.0,133223902.0,73751428.0,78280930.0,88277099.0
United States,US,USA,Pakistan,PK,PAK,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,7.41172900027541,4.03913843470678,3.72260881660603,4.73690580645161,8.53542824207493,4.42762041448309,2.97287696045947,3.83820514876895,7.16802367429002,7.27423207704781,4.76847880186644,8.05901009168666,3.95797204674668,8.69584882000165,6.32011813959331,5.93961548479818,6.40616843924002,7.44010795837712,6.66379558652905,5.64378012946985,4.02321285702102,5.08162246514167,2.5202400118848,2.16581383512502,2.79588111346233
United States,US,USA,Pakistan,PK,PAK,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,230962.0,47373.0,33347.0,102488.0,300477.0,165294.0,77332.0,513685.0,629486.0,1559975.0,3002450.0,2728804.0,2798137.0,2288347.0,5419562.0,1656527.0,2872012.0,2582703.0,2004680.0,2233746.0,2364294.0,1977587.0,1854264.0,1461947.0,2033073.0,1944679.0,2472143.0,4032625.0,3373109.0
United States,US,USA,Pakistan,PK,PAK,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,0.0168042615066271,0.00880300367470842,0.00336196852447613,0.0212257757943887,0.0253600032229474,0.0570625137171702,0.0971761012396025,0.078126546037563,0.0705816012511351,0.0597386049182896,0.141565760259123,0.0492808651157256,0.0770410150486869,0.0673962654429052,0.0552625951020081,0.0605631498712305,0.0643918116755807,0.0535039287591718,0.0538076613922124,0.0409041906245885,0.0547697762692975,0.0495796279044922,0.0633638379235721,0.0763854949290433,0.0562679061079935
United States,US,USA,Pakistan,PK,PAK,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,38361080.0,38107123.0,79750295.0,158641689.0,54124453.0,18692822.0,17473083.0,26211399.0,59865358.0,38734276.0,56835306.0,50587384.0,145405968.0,150326244.0,100460113.0,132623500.0,78057649.0,175524513.0,98706608.0,99987669.0,99234009.0,138714768.0,141866968.0,160003599.0,119880780.0,135168581.0,76223571.0,82313555.0,91650208.0
United States,US,USA,Pakistan,PK,PAK,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,37899156.0,38012377.0,79683601.0,158436713.0,53523499.0,18362234.0,17318419.0,25184029.0,58606386.0,35614326.0,50830406.0,45129776.0,139809694.0,145749550.0,89620989.0,129310446.0,72313625.0,170359107.0,94697248.0,95520177.0,94505421.0,134759594.0,138158440.0,157079705.0,115814634.0,131279223.0,71279285.0,74248305.0,84903990.0
United States,US,USA,"Palau, Rep. of",PW,PLW,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,185274.0,374001.0,121772.0,494949.0,263384.0,92880.0,163252.0,462989.0,226694.0,321928.0,298335.0,164638.0,307934.0,155378.0,108128.0,304459.0,1341708.0,1117064.0,584212.0,630816.0,1453645.0,2326979.0,3874854.0,786985.0,859697.0,1123095.0,432324.0,1202661.0,685736.0
United States,US,USA,"Palau, Rep. of",PW,PLW,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,2889.0,,,,,,2084.0,,,,,,,,,,,,3388.0,227075.0,9314.0,3230.0,21500.0,,,78108.0
United States,US,USA,"Palau, Rep. of",PW,PLW,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,497838.0,,,,,,324012.0,,,,,,,,,,,,2330367.0,4101929.0,796299.0,862927.0,1144595.0,,,763844.0
